uid,memory_key,memory_value,scope,version,last_seen,note
u0712,search_scope,那个 办公软件/模板 ENDEND,default,v5,2026/06/05 17:57,用户纠正
u0248,driver_update_entry,呃 bullet 列表 ～,short,v1,2026-06-05T17:58:00+08:00,需人工复查
u0467,email,然后然后 只给步骤 <!-- cached -->,long,v2,2026-06-05T17:59:00,需人工复查
u0282,emoji_policy,然后然后　纯文本 [draft],knowledge,v0,2026-06-05T18:00:00+08:00,仅本次
u0076,search_scope,麻烦 系统更新 ～,long,v1,2026年06月05日 18:01,需人工复查
u0177,output_style,我想想  简洁、少废话 😅,long,v2,2026年06月05日 18:02,需人工复查
u0568,driver_update_entry,那个 <<<< 纯文本 >>>> @@@,long,v4,2026/06/05 18:03:00,用户纠正
u0756,emoji_policy,然后然后 ```简洁、少废话```……,short,v1,2026年06月05日 18:04,仅本次
u0367,email,稍等 13900001111（口述）,knowledge,v2,,错误写入，应移除
u0160,answer_style,我想想 详细、带数据表格 [draft],knowledge,v5,2026-06-05T18:06:00+08:00,仅本次
u0209,privacy_policy,麻烦 短句回复！！！,long,v0,2026-06-05T18:07:00,仅本次
u0584,emoji_policy,呃 允许少量　emoji！！！,long,v0,2026年06月05日 18:08,需人工复查
u0283,emoji_policy,我想想 禁用 <!-- cached -->,long,v4,2026-06-05 18:09:00,错误写入，应移除
u0438,meeting_minutes_format,啊 <p>麒麟系统/驱动</p>……,default,v3,2026/06/05 18:10:00,用户纠正
u0548,meeting_minutes_format,help: 先结论后步骤 <!-- cached -->,long,v5,2026-06-05T18:11:00+08:00,错误写入，应移除
u0036,phone,麻烦 详细解释每一步原因 #todo,default,v0,2026年06月05日 18:12,错误写入，应移除
u0468,email,那个 驱动管理器 ～,short,v1,2026-06-05T18:13:00,错误写入，应移除
u0043,privacy_policy,"麻烦 13900001111

<!--done--> [draft]",knowledge,v3,2026-06-05T18:14:00+08:00,错误写入，应移除
u0233,phone,"然后然后 敏感信息只用于本轮工具调用

<!--done--> ENDEND",long,v3,2026-06-05 18:15:00,旧偏好
u0444,meeting_minutes_format,help: user@example.com……,long,v4,2026-06-05 18:16:00,需人工复查
u0550,search_scope,麻烦  默认允许 <!-- cached -->,short,v0,2026年06月05日 18:17,用户纠正
u0440,privacy_policy,呃 【bullet 列表】 ENDEND,knowledge,v4,2026-06-05T18:18:00,旧偏好
u0497,emoji_policy,稍等 13900001111！！！,default,v3,2026-06-05T18:19:00,错误写入，应移除
u0727,privacy_policy,其实 user@example.com,knowledge,v0,,错误写入，应移除
u0535,search_scope,呃 办公软件/模板 <!-- cached -->,knowledge,v5,2026-06-05T18:21:00+08:00,用户纠正
u0397,driver_update_entry,就是 bullet 列表 [draft],knowledge,v0,2026-06-05T18:22:00,仅本次
u0508,privacy_policy,其实 ```祥细、带数据表格``` @@@,long,v4,2026年06月05日 18:23,错误写入，应移除
u0287,emoji_policy,那个 麒麟系统/驱动 ～,default,v0,2026年06月05日 18:24,用户纠正
u0758,search_scope,然后然后 短句回复 <!-- cached -->,default,v4,2026-06-05T18:25:00,用户纠正
u0720,meeting_minutes_format,[ASR]  祥细、带数据表格（口述）,knowledge,v5,2026/06/05 18:26,用户纠正
u0657,phone,稍等 系统更新（口述）,default,v3,2026-06-05 18:27:00,用户纠正
u0458,email,啊  先结论后步骤 😅,knowledge,v5,2026/06/05 18:28:00,仅本次
u0158,output_style,呃 详细解释每一步原因 😅,long,v0,2026/06/05 18:29:00,旧偏好
u0502,output_style,其实 详细、带数据表格 #todo,default,v4,2026/06/05 18:30,错误写入，应移除
u0118,phone,稍等 user@example.com [draft],knowledge,v5,2026-06-05T18:31:00,用户纠正
u0558,privacy_policy,然后然后  系统更新 ～,default,v3,2026-06-05T18:32:00+08:00,错误写入，应移除
u0526,email,那个 敏感信息只用于本轮工具调用（口述）,default,v4,2026年06月05日 18:33,仅本次
u0255,phone,其实 不超过200字 😅,short,v1,2026-06-05T18:34:00+08:00,需人工复查
u0241,search_scope, 驱动管理器 #todo,long,v2,2026-06-05T18:35:00+08:00,用户纠正
u0693,emoji_policy,就是 纯文本 <!-- cached -->,long,v5,2026-06-05T18:36:00+08:00,错误写入，应移除
u0532,privacy_policy,就是 三段式：背景、决定、待办 😅,short,v5,2026-06-05T18:37:00+08:00,仅本次
u0583,driver_update_entry,其实 bullet  列表（口述）,knowledge,v1,2026-06-05T18:38:00,用户纠正
u0057,emoji_policy,"啊 不超过200字
cache=false（口述）",knowledge,v0,2026年06月05日 18:39,旧偏好
u0417,driver_update_entry, 驱动管理器 [draft],default,v5,2026-06-05T18:40:00+08:00,错误写入，应移除
u0489,answer_style,我想想  <p>bullet 列表</p> [draft],short,v0,2026/06/05 18:41,错误写入，应移除
u0128,privacy_policy,麻烦 详细解释每一步原因 ENDEND,short,v2,2026-06-05 18:42:00,错误写入，应移除
u0651,search_scope,就是　详细、带数据表格 ～,short,v5,2026-06-05T18:43:00+08:00,旧偏好
u0260,search_scope,稍等 详细解释每一步原因（口述）,default,v4,2026-06-05 18:44:00,需人工复查
u0316,privacy_policy,[ASR] **麒麟系統系统/驱动**（口述）,long,v5,2026年06月05日 18:45,错误写入，应移除
u0564,search_scope,稍等 祥细、带数据表格 😅,long,v0,2026-06-05T18:46:00+08:00,仅本次
u0057,search_scope,help: 驱动管理器 [draft],default,v5,2026-06-05T18:47:00,旧偏好
u0196,phone,嗯 纯文本 #todo,default,v4,2026-06-05 18:48:00,仅本次
u0448,output_style,help: 13900001111 ENDEND,long,v0,2026年06月05日 18:49,仅本次
u0087,phone,help: 允许少量 emoji ～,long,v0,2026-06-05T18:50:00+08:00,错误写入，应移除
u0177,answer_style,"稍等 详细、带数据表格

<!--done-->",long,v2,2026-06-05 18:51:00,需人工复查
u0015,driver_update_entry,呃 user@example.com [draft],short,v0,2026-06-05 18:52:00,需人工复查
u0317,meeting_minutes_format,　不超过200字 电话 13812345678！！！,knowledge,v5,2026-06-05 18:53:00,用户纠正
u0797,meeting_minutes_format,"就是 只给步骤

<!--done--> [draft]",knowledge,v3,2026/06/05 18:54,需人工复查
u0510,output_style,呃 **仅本地知只库** <!-- cached -->,long,v3,2026年06月05日 18:55,用户纠正
u0468,email,麻烦 驱动管理器 ～,knowledge,v3,2026/06/05 18:56,用户纠正
u0604,search_scope,麻烦 仅本地知只库 <!-- cached -->,default,v1,2026-06-05 18:57:00,旧偏好
u0594,driver_update_entry,麻烦 不超过200字 😅,default,v1,2026-06-05T18:58:00,用户纠正
u0599,emoji_policy,然后然后 简洁、少废话 ～,long,v2,2026-06-05T18:59:00,仅本次
u0499,driver_update_entry,稍等 <p>先给结论，再给步骤</p> #todo,knowledge,v5,2026-06-05T19:00:00,需人工复查
u0565,privacy_policy,[ASR] 短句回复,short,v4,2026-06-05T19:01:00+08:00,需人工复查
u0699,privacy_policy,嗯 默认允许（口述）,default,v3,2026-06-05T19:02:00,仅本次
u0076,search_scope,那个 <<<< 驱动管理器 >>>> <!-- cached -->,short,v3,2026-06-05 19:03:00,旧偏好
u0377,output_style,那个 【三段式：背景、决定、待办】 ～,short,v3,2026-06-05T19:04:00,需人工复查
u0334,output_style,然后然后 短句回复 <!-- cached -->,short,v2,2026-06-05 19:05:00,需人工复查
u0398,meeting_minutes_format,就是 user@example.com ENDEND,short,v5,2026/06/05 19:06,错误写入，应移除
u0592,search_scope,麻烦 user@example.com 😅,default,v0,2026-06-05T19:07:00,需人工复查
u0009,meeting_minutes_format,　系统更新（口述）,short,v2,2026-06-05T19:08:00,仅本次
u0236,driver_update_entry,其实 <p>祥细解释每一步原因</p> @@@,default,v5,2026-06-05 19:09:00,错误写入，应移除
u0448,meeting_minutes_format,其实　纯文本 ENDEND,knowledge,v4,2026年06月05日 19:10,仅本次
u0138,emoji_policy,[ASR] user@example.com [draft],default,v3,2026/06/05 19:11,仅本次
u0766,answer_style,其实  办公软件/模板 [draft],short,v4,2026-06-05 19:12:00,需人工复查
u0352,answer_style,稍等 系统更新 ～,short,v0,2026-06-05T19:13:00,需人工复查
u0537,answer_style,嗯 不保存测试手机号 #todo,short,v0,2026/06/05 19:14,旧偏好
u0065,answer_style,[ASR] 短句回复 #todo,default,v2,2026/06/05 19:15:00,仅本次
u0188,answer_style,其实  13900001111 [draft],default,v0,2026-06-05T19:16:00,错误写入，应移除
u0173,search_scope,稍等 允许少量 emoji！！！,long,v1,2026-06-05T19:17:00+08:00,仅本次
u0795,email,help: 仅本地知只库（口述）,default,v4,2026/06/05 19:18,仅本次
u0401,output_style,  默认允许 ～,default,v4,2026-06-05T19:19:00,仅本次
u0081,search_scope,help: 允许少量 emoji 😅,knowledge,v2,2026-06-05T19:20:00+08:00,仅本次
u0480,meeting_minutes_format,然后然后 user@example.com,short,v5,2026-06-05T19:21:00+08:00,用户纠正
u0414,meeting_minutes_format,那个 先给结论，再给步骤 [draft],knowledge,v3,2026-06-05 19:22:00,旧偏好
u0241,output_style,"稍等 user@example.com
cache=false",knowledge,v3,2026-06-05T19:23:00,仅本次
u0148,answer_style,"我想想 ```先给结论，再给步骤```

<!--done--> 😅",default,v1,2026-06-05 19:24:00,需人工复查
u0222,email,help: <p>先结论后步骤</p>,short,v2,2026/06/05 19:25,仅本次
u0511,phone,啊 驱动管理器 <!-- cached -->,short,v2,2026-06-05T19:26:00+08:00,旧偏好
u0105,search_scope,help: 不保存测试手机号 #todo,short,v2,2026/06/05 19:27,需人工复查
u0372,email,其实 **敏感信息只用于本轮工具调用** ENDEND,default,v1,2026/06/05 19:28,错误写入，应移除
u0032,phone,"其实  <<<< 敏感信息只用于本轮工具调用 >>>>
cache=false [draft]",short,v0,2026/06/05 19:29,用户纠正
u0599,privacy_policy,"那个 驱动管理器
stdout: OK（口述）",short,v3,2026-06-05 19:30:00,仅本次
u0099,search_scope,那个 简洁、少废话 #todo,short,v5,2026年06月05日 19:31,用户纠正
u0570,answer_style,其实  <p>默认允许</p> ENDEND,knowledge,v0,2026/06/05 19:32,错误写入，应移除
u0717,search_scope,然后然后 简洁、少废话……,long,v2,2026-06-05T19:33:00,错误写入，应移除
u0554,phone,我想想 **不超过200字**！！！,long,v4,2026/06/05 19:34,需人工复查
u0763,emoji_policy,那个 三段式：背景、决定、待办 [draft],default,v4,2026-06-05 19:35:00,需人工复查
u0701,output_style,help: 允许少量 emoji！！！,short,v4,2026-06-05T19:36:00,错误写入，应移除
u0711,meeting_minutes_format,[ASR] bullet 列表 ～,default,v5,2026-06-05T19:37:00,错误写入，应移除
u0671,driver_update_entry,那个 <p>纯文本</p> ～,short,v0,2026/06/05 19:38:00,错误写入，应移除
u0642,phone,help: user@example.com（口述）,default,v1,2026/06/05 19:39,用户纠正
u0531,phone,其实 祥细解释每一步原因 😅,knowledge,v5,2026/06/05 19:40:00,用户纠正
u0419,email,就是 祥细解释每一步原因……,knowledge,v4,2026年06月05日 19:41,需人工复查
u0217,meeting_minutes_format,麻烦 三段式：背景、决定、待办 😅,short,v4,2026-06-05 19:42:00,仅本次
u0673,meeting_minutes_format,麻烦 禁用 [draft],short,v1,2026年06月05日 19:43,旧偏好
u0267,phone,嗯  允许少量  emoji [draft],short,v3,2026-06-05T19:44:00,错误写入，应移除
u0067,search_scope,"稍等 祥细、带数据表格
stdout: OK",default,v4,2026年06月05日 19:45,用户纠正
u0157,phone,其实 敏感信息只用于本轮工具调用 [draft],short,v4,2026-06-05T19:46:00,仅本次
u0137,emoji_policy,其实 仅本地知只库（口述）,default,v1,2026/06/05 19:47:00,旧偏好
u0690,driver_update_entry,那个 ```短句回复```,default,v5,2026年06月05日 19:48,仅本次
u0523,output_style,那个 bullet 列表 😅,long,v4,2026年06月05日 19:49,错误写入，应移除
u0655,answer_style,呃 允许少量 emoji <!-- cached -->,short,v1,2026-06-05T19:50:00+08:00,错误写入，应移除
u0689,answer_style,那个 bullet 列表 ENDEND,long,v5,2026年06月05日 19:51,旧偏好
u0516,driver_update_entry,其实 先给结论，再给步骤！！！,short,v1,2026/06/05 19:52:00,旧偏好
u0106,emoji_policy,嗯  允许少量 emoji ENDEND,long,v0,2026年06月05日 19:53,旧偏好
u0393,search_scope,其实 办公软件/模板 ENDEND,default,v4,2026/06/05 19:54:00,旧偏好
u0194,emoji_policy,[ASR] bullet	列表 [draft],long,v0,2026-06-05 19:55:00,仅本次
u0374,email,那个  敏感信息只用于本轮工具调用 ENDEND,default,v3,2026-06-05T19:56:00,错误写入，应移除
u0232,answer_style,嗯 只给步骤 <!-- cached -->,short,v3,2026-06-05T19:57:00,旧偏好
u0323,phone,就是 允许少量 emoji（口述）,default,v5,2026/06/05 19:58:00,仅本次
u0776,meeting_minutes_format,呃 user@example.com #todo,knowledge,v0,2026年06月05日 19:59,旧偏好
u0318,emoji_policy,[ASR] **详细、带数据表格** #todo,short,v0,2026/06/05 20:00:00,旧偏好
u0683,driver_update_entry,[ASR] 13900001111 <!-- cached -->,default,v4,2026年06月05日 20:01,仅本次
u0007,privacy_policy, 三段式：背景、决定、待办 ～,long,v4,2026/06/05 20:02:00,用户纠正
u0427,driver_update_entry,我想想 默认允许……,knowledge,v1,2026/06/05 20:03,仅本次
u0022,output_style,嗯　详细解释每一步原因 #todo,long,v3,2026年06月05日 20:04,旧偏好
u0695,output_style,那个 三段式：背景、决定、待办 ～,default,v0,2026-06-05 20:05:00,用户纠正
u0796,phone,那个 ```简洁、少废话``` @@@,knowledge,v2,2026/06/05 20:06,需人工复查
u0587,privacy_policy,其实 详细解释每一步原因……,knowledge,v0,2026/06/05 20:07,仅本次
u0516,privacy_policy,help: 先给结论，再给步骤！！！,default,v1,2026/06/05 20:08,仅本次
u0485,email,[ASR] <<<< 祥细解释每一步原因 >>>>……,long,v1,2026年06月05日 20:09,旧偏好
u0340,search_scope,稍等 <<<< 办公软件/模板 >>>> @@@,short,v4,2026/06/05 20:10,仅本次
u0715,meeting_minutes_format,啊 **先给结论，再给步骤** @@@,short,v0,2026-06-05T20:11:00+08:00,需人工复查
u0251,meeting_minutes_format,啊 先结论后步骤,default,v1,2026/06/05 20:12:00,仅本次
u0464,privacy_policy,然后然后  <p>user@example.com</p>,knowledge,v4,2026/06/05 20:13:00,用户纠正
u0030,search_scope,啊 办公软件/模板 [draft],default,v4,2026/06/05 20:14,仅本次
u0257,answer_style,我想想 敏感信息只用于本轮工具调用 #todo,default,v1,2026-06-05T20:15:00,用户纠正
u0752,privacy_policy,help: 仅本地知识库,long,v3,2026/06/05 20:16,错误写入，应移除
u0055,privacy_policy," 不超过200字

<!--done--> @@@",long,v5,2026/06/05 20:17,仅本次
u0370,answer_style, **纯文本** @@@,knowledge,v1,2026/06/05 20:18:00,错误写入，应移除
u0549,meeting_minutes_format,那个 办公软件/模板！！！,default,v3,2026-06-05T20:19:00+08:00,错误写入，应移除
u0182,phone,啊　允许少量 emoji <!-- cached -->,long,v1,2026-06-05T20:20:00+08:00,错误写入，应移除
u0330,meeting_minutes_format,呃 办公软件/模板（口述）,short,v2,2026/06/05 20:21:00,仅本次
u0482,email,稍等  麒麟系统/驱动 [draft],long,v4,2026/06/05 20:22:00,旧偏好
u0517,output_style,然后然后  驱动管理器 @@@,knowledge,v0,2026-06-05T20:23:00,用户纠正
u0471,answer_style,"麻烦 允许少量 emoji

<!--done--> ～",long,v0,2026-06-05T20:24:00,旧偏好
u0445,phone,那个  三段式：背景、决定、待办……,short,v4,2026-06-05T20:25:00,错误写入，应移除
u0655,driver_update_entry,然后然后 不超过200字……,default,v1,2026-06-05T20:26:00,用户纠正
u0263,output_style, 禁用 [draft],default,v2,2026/06/05 20:27:00,旧偏好
u0292,privacy_policy,呃 user@example.com <!-- cached -->,short,v0,2026-06-05T20:28:00+08:00,错误写入，应移除
u0772,answer_style,然后然后 <p>详细解释每一步原因</p> 😅,knowledge,v2,2026年06月05日 20:29,旧偏好
u0727,driver_update_entry,help: bullet 列表 😅,default,v4,2026/06/05 20:30,需人工复查
u0654,emoji_policy,我想想 三段式：背景、决定、待办（口述）,knowledge,v0,2026-06-05T20:31:00,仅本次
u0029,driver_update_entry,麻烦 先结论后步骤 ～,knowledge,v4,2026-06-05T20:32:00+08:00,仅本次
u0642,privacy_policy,[ASR] 先结论后步骤！！！,long,v5,2026-06-05 20:33:00,错误写入，应移除
u0518,email,啊 bullet 列表 <!-- cached -->,short,v5,2026-06-05T20:34:00,旧偏好
u0247,output_style,就是 不超过200字 @@@,knowledge,v0,2026/06/05 20:35:00,需人工复查
u0683,output_style,[ASR]  先给结论，再给步骤 ～,long,v1,2026-06-05T20:36:00,旧偏好
u0268,privacy_policy,呃  敏感信息只用于本轮工具调用 [draft],short,v1,2026年06月05日 20:37,仅本次
u0014,output_style,然后然后 简洁、少废话 @@@,knowledge,v3,2026-06-05T20:38:00+08:00,错误写入，应移除
u0657,meeting_minutes_format,[ASR]  祥细解释每一步原因……,short,v2,2026/06/05 20:39:00,仅本次
u0697,answer_style,[ASR] bullet 列表 @@@,short,v5,2026/06/05 20:40,旧偏好
u0613,output_style,呃 不超过200字 😅,default,v3,2026-06-05 20:41:00,旧偏好
u0310,driver_update_entry,就是  三段式：背景、决定、待办 <!-- cached -->,default,v5,2026/06/05 20:42:00,错误写入，应移除
u0705,emoji_policy,就是 <<<< 不超过200字 >>>> #todo,long,v5,2026-06-05T20:43:00+08:00,需人工复查
u0259,meeting_minutes_format,嗯 三段式：背景、决定、待办 ENDEND,short,v1,2026/06/05 20:44,错误写入，应移除
u0625,driver_update_entry," bullet 列表

<!--done--> 😅",short,v0,2026/06/05 20:45:00,旧偏好
u0653,email,呃 <<<< 先结论后步骤 >>>> @@@,long,v4,2026/06/05 20:46:00,需人工复查
u0463,output_style,[ASR] 只给步骤 #todo,knowledge,v2,2026年06月05日 20:47,旧偏好
u0283,driver_update_entry,然后然后 详细解释每一步原因 #todo,default,v5,2026/06/05 20:48,旧偏好
u0435,meeting_minutes_format,"嗯 先给结论，再给步骤

<!--done-->（口述）",long,v5,2026/06/05 20:49,错误写入，应移除
u0622,emoji_policy,就是 详细解释每一步原因 ～,knowledge,v0,2026年06月05日 20:50,旧偏好
u0758,search_scope,我想想  纯文本 ～,short,v1,2026/06/05 20:51,需人工复查
u0111,driver_update_entry,其实 办公软件/模板 😅,short,v3,2026/06/05 20:52:00,仅本次
u0313,answer_style,help: 仅本地知识库……,long,v1,2026-06-05T20:53:00+08:00,错误写入，应移除
u0514,privacy_policy,嗯  bullet	列表 ～,long,v4,2026-06-05T20:54:00+08:00,旧偏好
u0304,answer_style,我想想  办公软件/模板 <!-- cached -->,default,v4,2026-06-05T20:55:00,需人工复查
u0364,privacy_policy,那个  user@example.com <!-- cached -->,knowledge,v1,2026-06-05T20:56:00,用户纠正
u0662,driver_update_entry,呃 驱动管理器！！！,short,v4,2026-06-05T20:57:00,旧偏好
u0349,search_scope,嗯 允许少量 emoji（口述）,default,v3,2026-06-05T20:58:00+08:00,仅本次
u0566,phone,其实 详细解释每一步原因 ENDEND,short,v0,2026-06-05T20:59:00,需人工复查
u0213,search_scope,我想想 仅本地知识库……,long,v2,2026/06/05 21:00,错误写入，应移除
u0547,privacy_policy,help: 【三段式：背景、决定、待办】,long,v2,2026-06-05 21:01:00,仅本次
u0630,privacy_policy,啊　纯文本 @@@,long,v3,2026-06-05T21:02:00+08:00,错误写入，应移除
u0718,answer_style,help: 禁用,short,v4,2026年06月05日 21:03,仅本次
u0226,meeting_minutes_format,那个 不超过200字 #todo,short,v5,2026/06/05 21:04,旧偏好
u0303,search_scope,"啊 三段式：背景、决定、待办

<!--done--> ～",short,v3,2026-06-05T21:05:00,旧偏好
u0295,email,help: 办公软件/模板 ～,short,v3,2026-06-05 21:06:00,需人工复查
u0508,answer_style,麻烦  详细、带数据表格……,knowledge,v1,2026-06-05T21:07:00+08:00,旧偏好
u0149,emoji_policy,help: 13900001111（口述）,default,v5,2026/06/05 21:08,用户纠正
u0079,email, 办公软件/模板 @@@,short,v5,2026/06/05 21:09:00,仅本次
u0171,meeting_minutes_format,稍等 系统更新 @@@,long,v0,2026/06/05 21:10,仅本次
u0050,driver_update_entry,"那个  允许少量 emoji

<!--done--> ～",long,v2,2026-06-05 21:11:00,仅本次
u0660,output_style,help:　<p>详细、带数据表格</p>,short,v1,2026-06-05T21:12:00+08:00,错误写入，应移除
u0328,meeting_minutes_format,嗯 user@example.com（口述）,short,v2,2026年06月05日 21:13,仅本次
u0142,privacy_policy,"　驱动管理器

<!--done--> <!-- cached -->",knowledge,v0,2026-06-05T21:14:00+08:00,需人工复查
u0121,answer_style,我想想 短句回复 ～,long,v2,2026-06-05T21:15:00+08:00,错误写入，应移除
u0200,emoji_policy,就是 **允许少量 emoji** #todo,knowledge,v1,2026-06-05T21:16:00,需人工复查
u0409,driver_update_entry, 13900001111 [draft],knowledge,v1,2026-06-05T21:17:00,仅本次
u0003,output_style,我想想 办公软件/模板,short,v0,2026/06/05 21:18:00,仅本次
u0189,privacy_policy,"[ASR] 先给结论，再给步骤

<!--done--> ENDEND",long,v0,2026年06月05日 21:19,用户纠正
u0509,privacy_policy,　先给结论，再给步骤！！！,default,v3,2026-06-05T21:20:00,错误写入，应移除
u0549,search_scope,我想想 只给步骤……,short,v4,2026-06-05T21:21:00,用户纠正
u0304,search_scope,稍等 ```13900001111```（口述）,knowledge,v0,2026年06月05日 21:22,需人工复查
u0596,emoji_policy,稍等 ```驱动管理器```,short,v2,2026-06-05T21:23:00+08:00,仅本次
u0622,email,我想想 详细解释每一步原因 ～,default,v0,2026-06-05T21:24:00,仅本次
u0476,output_style, 不保存测试手机号！！！,knowledge,v1,2026年06月05日 21:25,旧偏好
u0370,search_scope,稍等 <<<< 13900001111 >>>> #todo,default,v3,2026/06/05 21:26:00,需人工复查
u0305,driver_update_entry,麻烦 仅本地知只库 ENDEND,long,v3,2026-06-05 21:27:00,需人工复查
u0005,phone,那个　简洁、少废话 😅,default,v1,,用户纠正
u0104,privacy_policy,help: 先结论后步骤 @@@,knowledge,v1,2026/06/05 21:29:00,仅本次
u0506,phone, 敏感信息只用于本轮工具调用 @@@,short,v1,2026年06月05日 21:30,旧偏好
u0771,email,[ASR] 办公软件/模板 [draft],default,v0,2026-06-05 21:31:00,仅本次
u0090,emoji_policy,稍等  敏感信息只用于本轮工具调用 ENDEND,long,v0,2026-06-05T21:32:00,仅本次
u0622,output_style, 13900001111！！！,knowledge,v5,2026-06-05 21:33:00,错误写入，应移除
u0427,answer_style,然后然后 ```短句回复``` 😅,knowledge,v1,2026-06-05T21:34:00+08:00,仅本次
u0405,phone,稍等 <p>麒麟系统/驱动</p> ENDEND,long,v1,2026/06/05 21:35:00,旧偏好
u0047,driver_update_entry,[ASR] <<<< 三段式：背景、决定、待办 >>>>……,long,v5,2026-06-05T21:36:00,需人工复查
u0522,driver_update_entry,[ASR] 允许少量 emoji #todo,long,v0,2026-06-05T21:37:00+08:00,仅本次
u0207,driver_update_entry,嗯 纯文本 #todo,knowledge,v4,2026-06-05 21:38:00,错误写入，应移除
u0582,emoji_policy,就是 【短句回复】 <!-- cached -->,knowledge,v0,2026-06-05T21:39:00,仅本次
u0748,search_scope,我想想 详细解释每一步原因,default,v3,2026/06/05 21:40:00,需人工复查
u0082,emoji_policy,其实  简洁、少废话 ENDEND,short,v5,2026/06/05 21:41:00,仅本次
u0081,driver_update_entry,那个　详细、带数据表格 ENDEND,long,v5,2026年06月05日 21:42,旧偏好
u0519,output_style,稍等　短句回复……,long,v5,2026/06/05 21:43:00,仅本次
u0601,email,呃 先给结论，再给步骤 <!-- cached -->,knowledge,v3,2026/06/05 21:44,旧偏好
u0273,search_scope,呃 麒麟系統系统/驱动 ENDEND,short,v5,2026年06月05日 21:45,错误写入，应移除
u0579,driver_update_entry,嗯 驱动管理器！！！,short,v5,2026-06-05T21:46:00,错误写入，应移除
u0534,email,然后然后 先结论后步骤 #todo,default,v1,2026-06-05T21:47:00,需人工复查
u0443,search_scope,就是 系统更新 😅,default,v2,2026年06月05日 21:48,错误写入，应移除
u0526,output_style,其实　【user@example.com】 <!-- cached -->,long,v5,2026-06-05T21:49:00+08:00,仅本次
u0156,driver_update_entry,啊 办公软件/模板,knowledge,v3,2026年06月05日 21:50,错误写入，应移除
u0436,email, 短句回复……,default,v1,2026/06/05 21:51,错误写入，应移除
u0216,output_style,呃 办公软件/模板 #todo,knowledge,v3,2026-06-05 21:52:00,需人工复查
u0407,answer_style,就是 禁用,long,v4,2026年06月05日 21:53,需人工复查
u0135,search_scope,那个  系统更新 ～,knowledge,v4,2026/06/05 21:54,错误写入，应移除
u0314,search_scope,呃 简洁、少废话！！！,short,v3,2026/06/05 21:55,错误写入，应移除
u0347,privacy_policy,就是 允许少量 emoji ENDEND,long,v5,2026年06月05日 21:56,错误写入，应移除
u0508,phone,呃 **先结论后步骤** @@@,default,v3,2026-06-05T21:57:00+08:00,仅本次
u0458,driver_update_entry,"我想想　<<<< 详细解释每一步原因 >>>>
stdout: OK @@@",knowledge,v0,2026-06-05T21:58:00+08:00,错误写入，应移除
u0134,answer_style,就是 短句回复（口述）,short,v3,2026-06-05 21:59:00,仅本次
u0317,email,那个　麒麟系统/驱动！！！,default,v4,2026-06-05 22:00:00,仅本次
u0269,answer_style,然后然后　user@example.com,short,v0,2026/06/05 22:01:00,需人工复查
u0662,meeting_minutes_format,那个 不保存测试手机号,knowledge,v4,2026-06-05 22:02:00,仅本次
u0103,output_style,啊 禁用,short,v1,2026/06/05 22:03,用户纠正
u0797,answer_style,"麻烦 简洁、少废话
cache=false @@@",knowledge,v3,2026-06-05 22:04:00,仅本次
u0335,privacy_policy,呃 纯文本 @@@,knowledge,v2,2026-06-05T22:05:00+08:00,仅本次
u0506,driver_update_entry, 驱动管理器 ENDEND,long,v3,2026年06月05日 22:06,用户纠正
u0404,emoji_policy,稍等 系统更新 😅,short,v4,2026/06/05 22:07,用户纠正
u0012,driver_update_entry,[ASR] 先结论后步骤 #todo,default,v2,2026/06/05 22:08:00,需人工复查
u0199,privacy_policy,然后然后 短句回复 ～,short,v1,2026-06-05T22:09:00+08:00,仅本次
u0518,email,麻烦  纯文本 #todo,knowledge,v5,2026-06-05T22:10:00+08:00,用户纠正
u0771,driver_update_entry,就是 详细、带数据表格 ～,default,v0,2026年06月05日 22:11,仅本次
u0477,answer_style,嗯 不保存测试手机号 ～,default,v2,2026/06/05 22:12:00,错误写入，应移除
u0544,meeting_minutes_format,稍等 不保存测试手机号！！！,short,v2,2026-06-05T22:13:00+08:00,错误写入，应移除
u0710,emoji_policy,啊　禁用 ENDEND,short,v2,2026/06/05 22:14,仅本次
u0405,answer_style,稍等  短句回复 ENDEND,default,v2,2026-06-05 22:15:00,需人工复查
u0544,email,我想想  只给步骤！！！,long,v0,2026-06-05T22:16:00+08:00,仅本次
u0249,meeting_minutes_format,稍等  禁用 😅,default,v3,2026-06-05 22:17:00,旧偏好
u0568,driver_update_entry,[ASR] 三段式：背景、决定、待办,default,v0,2026-06-05 22:18:00,旧偏好
u0594,privacy_policy, 13900001111 ～,default,v5,2026/06/05 22:19,错误写入，应移除
u0354,search_scope,麻烦 短句回复……,default,v0,2026-06-05 22:20:00,旧偏好
u0746,emoji_policy,啊 <p>麒麟系统/驱动</p> #todo,short,v4,2026-06-05T22:21:00,仅本次
u0744,emoji_policy,麻烦　不超过200字 @@@,default,v0,2026-06-05T22:22:00,用户纠正
u0532,output_style,嗯 不超过200字（口述）,long,v5,,用户纠正
u0472,privacy_policy,就是 详细、带数据表格 😅,knowledge,v0,2026-06-05 22:24:00,旧偏好
u0751,privacy_policy, 系统更新 <!-- cached -->,short,v0,2026-06-05T22:25:00+08:00,需人工复查
u0244,phone, <<<< 允许少量 emoji >>>> #todo,long,v0,2026/06/05 22:26,错误写入，应移除
