pref_id,uid,pref_key,pref_value,version,note
P-D04-00510,u0607,privacy_policy,然后然后 敏感信息只用于本轮工具调用 ENDEND,v0,用户明确表达
P-D04-00511,u0076,output_style,那个 先结论后步骤,v1,重复记录
P-D04-00512,u0536,emoji_policy,我想想  允许少量 emoji [draft],v3,用户明确表达
P-D04-00513,u0091,answer_style,我想想 先给结论，再给步骤 ENDEND,v3,用户明确表达
P-D04-00514,u0648,output_style,就是  只给步骤,v1,用户纠正
P-D04-00515,u0179,emoji_policy,呃 纯文本！！！,v2,用户纠正
P-D04-00516,u0404,privacy_policy,就是 敏感信息只用于本轮工具调用（口述）,v2,用户纠正
P-D04-00517,u0150,answer_style,"嗯 短句回复
cache=false（口述）",v2,管理员导入旧偏好
P-D04-00518,u0476,emoji_policy,help: 纯文本 @@@,v0,用户纠正
P-D04-00519,u0452,search_scope,"嗯　仅本地知只库
cache=false [draft]",v3,管理员导入旧偏好
P-D04-00520,u0769,emoji_policy,"呃 纯文本
stdout: OK……",v1,用户纠正
P-D04-00521,u0750,output_style,"嗯 简洁、少废话
cache=false（口述）",v3,仅本次例外
P-D04-00522,u0726,answer_style,啊 详细解释每一步原因 ～,v4,用户明确表达
P-D04-00523,u0678,meeting_minutes_format,呃 不超过200字（口述）,v1,用户纠正
P-D04-00524,u0359,answer_style,啊 先给结论，再给步骤 @@@,v1,重复记录
P-D04-00525,u0327,privacy_policy,我想想 不保存测试手机号,v0,用户纠正
P-D04-00526,u0773,emoji_policy,啊 **默认允许** <!-- cached -->,v2,仅本次例外
P-D04-00527,u0524,meeting_minutes_format,嗯 不超过200字 <!-- cached -->,v2,用户明确表达
P-D04-00528,u0080,answer_style,就是 详细解释每一步原因……,v0,用户纠正
P-D04-00529,u0295,search_scope,啊  办公软件/模板……,v4,用户明确表达
P-D04-00530,u0071,output_style,呃 先结论后步骤……,v0,仅本次例外
P-D04-00531,u0647,search_scope,呃 办公软件/模板 [draft],v3,用户明确表达
P-D04-00532,u0207,answer_style, 先给结论，再给步骤 @@@,v0,用户纠正
P-D04-00533,u0615,privacy_policy,啊 <p>不保存测试手机号</p>（口述）,v0,管理员导入旧偏好
P-D04-00534,u0443,meeting_minutes_format,[ASR] bullet 列表 ～,v0,用户明确表达
P-D04-00535,u0392,privacy_policy,然后然后 敏感信息只用于本轮工具调用 <!-- cached -->,v1,管理员导入旧偏好
P-D04-00536,u0097,answer_style,我想想  <p>详细解释每一步原因</p>（口述）,v2,用户明确表达
P-D04-00537,u0750,privacy_policy,其实 敏感信息只用于本轮工具调用,v1,仅本次例外
P-D04-00538,u0640,answer_style,我想想 【先给结论，再给步骤】 ENDEND,v2,仅本次例外
P-D04-00539,u0573,meeting_minutes_format,我想想 bullet 列表！！！,v2,管理员导入旧偏好
P-D04-00540,u0713,search_scope, <p>办公软件/模板</p> <!-- cached -->,v1,用户明确表达
P-D04-00541,u0759,output_style,那个 先结论后步骤 @@@,v3,用户明确表达
P-D04-00542,u0414,output_style,然后然后 只给步骤 ～,v3,管理员导入旧偏好
P-D04-00543,u0377,emoji_policy,其实 默认允许！！！,v4,管理员导入旧偏好
P-D04-00544,u0769,answer_style,嗯 祥细解释每一步原因 ENDEND,v0,用户纠正
P-D04-00545,u0479,meeting_minutes_format,麻烦 bullet 列表 邮箱 user114@example.com ENDEND,v1,重复记录
P-D04-00546,u0268,search_scope,其实 麒麟系统/驱动,v1,仅本次例外
P-D04-00547,u0224,answer_style,其实 先给结论，再给步骤！！！,v4,用户纠正
P-D04-00548,u0705,output_style,然后然后 详细、带数据表格,v4,仅本次例外
P-D04-00549,u0659,answer_style,help:　短句回复（口述）,v4,重复记录
P-D04-00550,u0124,meeting_minutes_format,就是 不超过200字 #todo,v4,管理员导入旧偏好
P-D04-00551,u0114,emoji_policy,我想想  默认允许 #todo,v0,用户明确表达
P-D04-00552,u0689,search_scope,就是　办公软件/模板（口述）,v0,管理员导入旧偏好
P-D04-00553,u0221,answer_style,我想想　详细解释每一步原因 ～,v3,仅本次例外
P-D04-00554,u0203,privacy_policy,就是 敏感信息只用于本轮工具调用（口述）,v3,重复记录
P-D04-00555,u0448,emoji_policy, 默认允许……,v0,管理员导入旧偏好
P-D04-00556,u0780,emoji_policy,　【禁用】……,v4,用户明确表达
P-D04-00557,u0744,output_style,"就是 祥细、带数据表格
stdout: OK ENDEND",v4,用户明确表达
P-D04-00558,u0514,meeting_minutes_format,呃 三段式：背景、决定、待办……,v1,用户纠正
P-D04-00559,u0245,emoji_policy,help: 允许少量 emoji 😅,v0,用户明确表达
P-D04-00560,u0408,search_scope,那个 其麟系统/驱动（口述）,v3,用户纠正
P-D04-00561,,privacy_policy,稍等 敏感信息只用于本轮工具调用 <!-- cached -->,v2,用户纠正
P-D04-00562,u0524,answer_style,然后然后　详细解释每一步原因 ENDEND,v3,用户纠正
P-D04-00563,u0245,search_scope,"啊 奇麟系统/驱动
cache=false（口述）",v4,仅本次例外
P-D04-00564,u0019,search_scope,我想想 仅本地知识库 <!-- cached -->,v3,重复记录
P-D04-00565,u0065,search_scope,稍等 <p>仅本地知识库</p>,v2,重复记录
P-D04-00566,u0138,search_scope,[ASR] 仅本地知识库 @@@,v1,管理员导入旧偏好
P-D04-00567,u0477,privacy_policy,我想想 敏感信息只用于本轮工具调用 电话 13900001111 <!-- cached -->,v3,用户明确表达
P-D04-00568,u0104,privacy_policy,然后然后 ```敏感信息只用于本轮工具调用``` 😅,v0,用户明确表达
P-D04-00569,u0411,meeting_minutes_format,"然后然后 不超过200字

<!--done--> ENDEND",v1,仅本次例外
P-D04-00570,u0079,emoji_policy,然后然后  允许少量 emoji ～,v2,重复记录
P-D04-00571,u0219,search_scope,[ASR]  <<<< 麒麟系统/驱动 >>>> [draft],v4,用户纠正
P-D04-00572,u0518,emoji_policy,嗯 纯文本,v4,重复记录
P-D04-00573,,output_style,那个　简洁、少废话 @@@,v1,管理员导入旧偏好
P-D04-00574,u0065,search_scope,那个 仅本地知识库 [draft],v0,用户明确表达
P-D04-00575,u0554,emoji_policy,麻烦　禁用 #todo,v1,管理员导入旧偏好
P-D04-00576,u0394,emoji_policy,[ASR] 默认允许,v1,管理员导入旧偏好
P-D04-00577,u0106,emoji_policy,啊 允许少量 emoji 😅,v3,用户纠正
P-D04-00578,u0335,answer_style,呃 先给结论，再给步骤！！！,v2,用户纠正
P-D04-00579,u0192,privacy_policy,就是 <p>不保存测试手机号</p> [draft],v0,用户明确表达
P-D04-00580,u0262,emoji_policy,其实 纯文本（口述）,v1,用户纠正
P-D04-00581,u0019,meeting_minutes_format,我想想 <p>bullet 列表</p>……,v4,管理员导入旧偏好
P-D04-00582,u0778,privacy_policy,就是 敏感信息只用于本轮工具调用 ENDEND,v1,仅本次例外
P-D04-00583,u0479,privacy_policy,那个 敏感信息只用于本轮工具调用 <!-- cached -->,v1,用户纠正
P-D04-00584,u0114,output_style,呃 先结论后步骤（口述）,v1,用户明确表达
P-D04-00585,u0533,search_scope,嗯 办公软件/模板（口述）,v4,仅本次例外
P-D04-00586,u0633,answer_style,help: 短句回复 😅,v3,用户纠正
P-D04-00587,u0118,output_style,啊 先结论后步骤 ENDEND,v3,管理员导入旧偏好
P-D04-00588,u0674,answer_style,呃 短句回复 @@@,v1,管理员导入旧偏好
P-D04-00589,u0469,emoji_policy,就是 纯文本 [draft],v3,用户纠正
P-D04-00590,u0578,meeting_minutes_format,稍等  **三段式：背景、决定、待办** ～,v4,用户明确表达
P-D04-00591,u0233,search_scope,就是　办公软件/模板 😅,v3,用户明确表达
P-D04-00592,u0275,search_scope,就是　麒麟系统/驱动 @@@,v1,用户明确表达
P-D04-00593,u0740,privacy_policy,啊 不保存测试手机号 @@@,v2,用户明确表达
P-D04-00594,u0705,output_style,就是　只给步骤 😅,v3,用户明确表达
P-D04-00595,u0152,emoji_policy,麻烦 纯文本 😅,v3,管理员导入旧偏好
P-D04-00596,u0132,meeting_minutes_format,其实 bullet 列表 @@@,v0,重复记录
P-D04-00597,u0787,privacy_policy,呃 **不保存测试手机号**！！！,v2,仅本次例外
P-D04-00598,u0551,meeting_minutes_format,"稍等 不超过200字
cache=false（口述）",v3,管理员导入旧偏好
P-D04-00599,u0031,output_style,就是 祥细、带数据表格 <!-- cached -->,v3,管理员导入旧偏好
P-D04-00600,u0142,output_style, 详细、带数据表格（口述）,v2,用户纠正
P-D04-00601,u0472,search_scope,嗯  麒麟系统/驱动……,v3,重复记录
P-D04-00602,u0012,answer_style,help: 详细解释每一步原因 😅,v1,仅本次例外
P-D04-00603,u0540,output_style,啊 简洁、少废话 <!-- cached -->,v4,管理员导入旧偏好
P-D04-00604,u0090,meeting_minutes_format,其实 不超过200字！！！,v2,重复记录
P-D04-00605,u0324,output_style,嗯 先结论后步骤 [draft],v0,管理员导入旧偏好
P-D04-00606,u0149,meeting_minutes_format, bullet 列表 @@@,v3,用户明确表达
P-D04-00607,u0751,privacy_policy,稍等 敏感信息只用于本轮工具调用,v2,管理员导入旧偏好
P-D04-00608,u0728,search_scope,嗯 <<<< 仅本地知识库 >>>>！！！,v0,重复记录
P-D04-00609,u0713,meeting_minutes_format,那个 bullet 列表……,v4,重复记录
P-D04-00610,u0596,search_scope,啊 仅本地知只库 邮箱 user31@example.com ENDEND,v0,重复记录
P-D04-00611,u0406,meeting_minutes_format, bullet 列表 <!-- cached -->,v3,管理员导入旧偏好
P-D04-00612,u0449,output_style,然后然后 先结论后步骤 [draft],v2,仅本次例外
P-D04-00613,u0048,privacy_policy,那个 ```敏感信息只用于本轮工具调用``` ～,v3,用户明确表达
P-D04-00614,u0082,emoji_policy,其实 禁用 <!-- cached -->,v3,重复记录
P-D04-00615,u0109,meeting_minutes_format, bullet 列表 ～,v4,仅本次例外
P-D04-00616,u0714,answer_style,我想想 短句回复……,v0,管理员导入旧偏好
P-D04-00617,u0178,emoji_policy,就是 禁用 😅,v4,管理员导入旧偏好
P-D04-00618,u0368,answer_style,那个 详细解释每一步原因 [draft],v0,用户明确表达
P-D04-00619,u0211,output_style,啊  <<<< 只给步骤 >>>> <!-- cached -->,v3,用户明确表达
P-D04-00620,u0515,search_scope,呃 办公软件/模板 ENDEND,v3,用户明确表达
P-D04-00621,u0268,emoji_policy,麻烦  默认允许（口述）,v2,重复记录
P-D04-00622,u0368,answer_style,麻烦 先给结论，再给步骤,v3,管理员导入旧偏好
P-D04-00623,u0678,emoji_policy,help: **纯文本** #todo,v3,重复记录
P-D04-00624,u0022,search_scope,啊　仅本地知只库 [draft],v2,仅本次例外
P-D04-00625,u0695,meeting_minutes_format,"呃 bullet 列表

<!--done-->（口述）",v2,仅本次例外
P-D04-00626,u0330,privacy_policy,然后然后 不保存测试手机号……,v3,用户纠正
P-D04-00627,u0571,answer_style,然后然后 先给结论，再给步骤 @@@,v4,用户纠正
P-D04-00628,u0686,answer_style,[ASR] 详细解释每一步原因 <!-- cached -->,v1,仅本次例外
P-D04-00629,u0694,answer_style,"稍等 短句回复
stdout: OK <!-- cached -->",v1,用户明确表达
P-D04-00630,u0416,privacy_policy,麻烦 不保存测试手机号（口述）,v3,用户明确表达
P-D04-00631,u0008,search_scope,就是　办公软件/模板 电话 13688889999,v1,仅本次例外
P-D04-00632,u0089,privacy_policy,嗯 敏感信息只用于本轮工具调用 @@@,v3,管理员导入旧偏好
P-D04-00633,u0549,answer_style,然后然后 短句回复（口述）,v4,用户纠正
P-D04-00634,u0492,privacy_policy,那个　敏感信息只用于本轮工具调用 #todo,v0,仅本次例外
P-D04-00635,u0166,search_scope,稍等  麒麟系统/驱动 @@@,v0,重复记录
P-D04-00636,u0107,output_style,呃 只给步骤 @@@,v0,用户明确表达
P-D04-00637,u0772,emoji_policy,我想想 <<<< 默认允许 >>>> [draft],v0,重复记录
P-D04-00638,u0756,output_style,我想想 先结论后步骤,v4,重复记录
P-D04-00639,u0302,output_style,help: 详细、带数据表格 😅,v0,重复记录
P-D04-00640,u0245,answer_style,嗯 先给结论，再给步骤 <!-- cached -->,v4,管理员导入旧偏好
P-D04-00641,u0425,privacy_policy,其实 敏感信息只用于本轮工具调用 [draft],v4,仅本次例外
P-D04-00642,u0273,search_scope,嗯  麒麟系统/驱动 [draft],v2,仅本次例外
P-D04-00643,u0257,emoji_policy,"嗯 默认允许

<!--done--> ENDEND",v4,仅本次例外
P-D04-00644,u0349,search_scope,然后然后 麒麟系统/驱动 ～,v1,重复记录
P-D04-00645,u0358,output_style,其实　简洁、少废话 ～,v0,管理员导入旧偏好
P-D04-00646,u0208,emoji_policy,嗯 禁用 [draft],v4,重复记录
P-D04-00647,u0429,meeting_minutes_format,呃  不超过200字,v0,管理员导入旧偏好
P-D04-00648,u0362,answer_style,我想想 短句回复 😅,v2,用户明确表达
P-D04-00649,u0205,answer_style, 短句回复 #todo,v4,管理员导入旧偏好
P-D04-00650,u0542,answer_style,我想想 先给结论，再给步骤 ～,v4,用户明确表达
P-D04-00651,u0800,privacy_policy,那个　敏感信息只用于本轮工具调用 @@@,v0,用户纠正
P-D04-00652,,search_scope,呃 办公软件/模板 #todo,v2,重复记录
P-D04-00653,u0660,emoji_policy,那个 允许少量 emoji @@@,v3,用户明确表达
P-D04-00654,u0530,output_style,啊 只给步骤 @@@,v1,管理员导入旧偏好
P-D04-00655,u0761,output_style,[ASR] 详细、带数据表格 @@@,v3,用户纠正
P-D04-00656,u0297,output_style,就是 详细、带数据表格 #todo,v2,管理员导入旧偏好
P-D04-00657,u0272,emoji_policy,其实 允许少量 emoji！！！,v2,重复记录
P-D04-00658,u0710,privacy_policy,就是 不保存测试手机号 邮箱 user208@example.com 😅,v4,用户纠正
P-D04-00659,u0518,answer_style,help:  先给结论，再给步骤（口述）,v1,用户纠正
P-D04-00660,u0655,answer_style,呃　短句回复 ENDEND,v2,用户纠正
P-D04-00661,u0182,output_style, 详细、带数据表格！！！,v0,管理员导入旧偏好
P-D04-00662,u0382,privacy_policy, <<<< 不保存测试手机号 >>>> [draft],v2,用户明确表达
P-D04-00663,u0357,output_style,就是 <p>详细、带数据表格</p>！！！,v2,用户纠正
P-D04-00664,u0721,meeting_minutes_format,嗯 不超过200字 @@@,v1,管理员导入旧偏好
P-D04-00665,u0607,search_scope,啊 仅本地知识库 #todo,v3,用户纠正
P-D04-00666,u0311,privacy_policy,啊 敏感信息只用于本轮工具调用！！！,v3,仅本次例外
P-D04-00667,u0303,meeting_minutes_format,啊 **不超过200字**,v3,管理员导入旧偏好
P-D04-00668,u0160,answer_style,麻烦 祥细解释每一步原因 😅,v4,用户纠正
P-D04-00669,u0410,privacy_policy,然后然后　不保存测试手机号 ～,v3,用户明确表达
P-D04-00670,u0114,output_style,那个 简洁、少废话 😅,v2,用户明确表达
P-D04-00671,u0583,output_style,help: 只给步骤 [draft],v2,重复记录
P-D04-00672,u0477,output_style,其实 先结论后步骤 ENDEND,v3,用户明确表达
P-D04-00673,u0113,emoji_policy,"[ASR] 默认允许
cache=false 😅",v1,用户纠正
P-D04-00674,u0002,answer_style,　短句回复 ～,v0,重复记录
P-D04-00675,u0206,emoji_policy,help: <<<< 默认允许 >>>> <!-- cached -->,v3,用户明确表达
P-D04-00676,u0035,emoji_policy, 允许少量 emoji 邮箱 user304@example.com #todo,v4,用户明确表达
P-D04-00677,u0559,search_scope,"麻烦 仅本地知识库
stdout: OK（口述）",v4,用户纠正
P-D04-00678,u0352,emoji_policy,稍等 禁用 [draft],v3,管理员导入旧偏好
P-D04-00679,u0650,output_style,嗯　**先结论后步骤** ～,v1,重复记录
P-D04-00680,u0233,emoji_policy,稍等 <p>纯文本</p>,v4,用户纠正
P-D04-00681,u0623,privacy_policy,"我想想　敏感信息只用于本轮工具调用
cache=false ENDEND",v2,管理员导入旧偏好
P-D04-00682,u0614,emoji_policy,其实 纯文本……,v0,用户明确表达
P-D04-00683,u0660,search_scope,help:  办公软件/模板 #todo,v4,仅本次例外
P-D04-00684,u0786,meeting_minutes_format,嗯 不超过200字 😅,v0,管理员导入旧偏好
P-D04-00685,u0433,search_scope, 麒麟系统/驱动 #todo,v1,用户明确表达
P-D04-00686,u0594,output_style,就是 详细、带数据表格 @@@,v3,用户明确表达
P-D04-00687,u0116,meeting_minutes_format,啊 bullet 列表（口述）,v1,管理员导入旧偏好
P-D04-00688,,meeting_minutes_format,麻烦  bullet 列表,v0,仅本次例外
P-D04-00689,u0152,meeting_minutes_format,help: 三段式：背景、决定、待办！！！,v0,仅本次例外
P-D04-00690,u0371,emoji_policy,help: 默认允许 @@@,v3,管理员导入旧偏好
P-D04-00691,u0234,emoji_policy,那个 **默认允许** #todo,v3,用户纠正
P-D04-00692,u0191,privacy_policy,那个 敏感信息只用于本轮工具调用 @@@,v2,重复记录
P-D04-00693,,meeting_minutes_format,就是 <p>bullet 列表</p>（口述）,v0,仅本次例外
P-D04-00694,u0438,meeting_minutes_format,那个　<p>三段式：背景、决定、待办</p>！！！,v2,用户纠正
P-D04-00695,u0026,privacy_policy,稍等 不保存测试手机号,v4,用户明确表达
P-D04-00696,u0731,output_style,我想想 先结论后步骤 ～,v4,用户明确表达
P-D04-00697,u0772,meeting_minutes_format,啊 bullet 列表,v2,用户纠正
P-D04-00698,u0228,search_scope,然后然后  仅本地知识库（口述）,v1,仅本次例外
P-D04-00699,u0783,meeting_minutes_format,我想想 三段式：背景、决定、待办……,v2,用户明确表达
P-D04-00700,u0190,answer_style,啊 先给结论，再给步骤！！！,v3,重复记录
P-D04-00701,u0646,search_scope,其实 麒麟系统/驱动 @@@,v0,用户明确表达
P-D04-00702,u0034,meeting_minutes_format,稍等 bullet 列表 邮箱 user709@example.com……,v3,用户明确表达
P-D04-00703,u0473,emoji_policy,麻烦 纯文本！！！,v2,用户明确表达
P-D04-00704,u0480,search_scope,[ASR] 麒麟系统/驱动 ENDEND,v3,管理员导入旧偏好
P-D04-00705,u0446,privacy_policy,麻烦 敏感信息只用于本轮工具调用 @@@,v0,管理员导入旧偏好
P-D04-00706,u0296,emoji_policy,我想想 纯文本 ENDEND,v4,重复记录
P-D04-00707,u0592,meeting_minutes_format,稍等 不超过200字（口述）,v3,用户明确表达
P-D04-00708,u0132,meeting_minutes_format,麻烦 三段式：背景、决定、待办,v2,重复记录
P-D04-00709,u0349,privacy_policy,"help: 敏感信息只用于本轮工具调用
cache=false（口述）",v4,重复记录
P-D04-00710,u0172,privacy_policy,呃 ```不保存测试手机号``` <!-- cached -->,v2,管理员导入旧偏好
P-D04-00711,u0639,search_scope,"就是 办公软件/模板

<!--done-->",v2,用户纠正
P-D04-00712,u0654,output_style, 只给步骤 ～,v1,仅本次例外
P-D04-00713,u0379,emoji_policy,就是　禁用……,v0,仅本次例外
P-D04-00714,u0682,emoji_policy,"嗯 禁用
stdout: OK（口述）",v0,仅本次例外
P-D04-00715,u0261,search_scope,麻烦 办公软件/模板！！！,v0,仅本次例外
P-D04-00716,u0436,meeting_minutes_format,我想想 **不超过200字** [draft],v1,仅本次例外
P-D04-00717,u0655,emoji_policy,然后然后  ```禁用``` [draft],v1,管理员导入旧偏好
P-D04-00718,u0158,answer_style," 祥细解释每一步原因
cache=false（口述）",v1,重复记录
P-D04-00719,u0680,meeting_minutes_format,"稍等 不超过200字

<!--done--> ENDEND",v3,用户明确表达
P-D04-00720,u0437,search_scope,就是 【仅本地知识库】 #todo,v4,用户纠正
P-D04-00721,u0485,emoji_policy, 默认允许 @@@,v1,管理员导入旧偏好
P-D04-00722,u0679,meeting_minutes_format,help: ```不超过200字``` #todo,v2,仅本次例外
P-D04-00723,u0297,emoji_policy,然后然后　禁用,v0,用户明确表达
P-D04-00724,u0032,meeting_minutes_format,我想想 不超过200字 ～,v3,用户明确表达
P-D04-00725,u0744,meeting_minutes_format,然后然后 不超过200字！！！,v0,仅本次例外
P-D04-00726,u0041,output_style, 祥细、带数据表格 [draft],v0,仅本次例外
P-D04-00727,u0382,meeting_minutes_format,麻烦 bullet 列表 #todo,v2,管理员导入旧偏好
P-D04-00728,u0790,search_scope,[ASR] 办公软件/模板 😅,v4,管理员导入旧偏好
P-D04-00729,u0705,meeting_minutes_format,就是  三段式：背景、决定、待办 😅,v4,重复记录
P-D04-00730,u0299,privacy_policy,"那个 敏感信息只用于本轮工具调用
cache=false……",v2,用户纠正
P-D04-00731,u0054,meeting_minutes_format,嗯 bullet 列表 ～,v3,管理员导入旧偏好
P-D04-00732,,privacy_policy,help: 不保存测试手机号！！！,v4,仅本次例外
P-D04-00733,u0270,privacy_policy,就是 敏感信息只用于本轮工具调用 @@@,v3,用户明确表达
P-D04-00734,u0253,output_style,嗯 简洁、少废话……,v2,管理员导入旧偏好
P-D04-00735,u0394,answer_style,麻烦 短句回复（口述）,v3,用户明确表达
P-D04-00736,u0243,search_scope,嗯  仅本地知识库！！！,v1,管理员导入旧偏好
P-D04-00737,u0253,emoji_policy, 允许少量 emoji [draft],v1,用户明确表达
P-D04-00738,u0510,emoji_policy,那个 禁用 @@@,v4,仅本次例外
P-D04-00739,u0407,meeting_minutes_format,  三段式：背景、决定、待办……,v0,重复记录
P-D04-00740,u0449,privacy_policy,其实 不保存测试手机号 邮箱 user803@example.com ENDEND,v1,用户明确表达
P-D04-00741,u0268,search_scope,"就是 麒麟系統系统/驱动
stdout: OK ～",v4,管理员导入旧偏好
P-D04-00742,u0397,search_scope,"[ASR] 仅本地知识库
cache=false <!-- cached -->",v1,管理员导入旧偏好
P-D04-00743,u0381,answer_style,其实 详细解释每一步原因 😅,v1,用户纠正
P-D04-00744,u0192,privacy_policy,"我想想 不保存测试手机号
cache=false [draft]",v2,用户明确表达
P-D04-00745,u0006,emoji_policy,然后然后  <p>纯文本</p>！！！,v0,仅本次例外
P-D04-00746,u0182,privacy_policy,嗯 敏感信息只用于本轮工具调用 #todo,v0,重复记录
P-D04-00747,u0657,meeting_minutes_format,help: bullet 列表 #todo,v1,重复记录
P-D04-00748,u0763,privacy_policy,"呃 <p>敏感信息只用于本轮工具调用</p>
stdout: OK [draft]",v2,管理员导入旧偏好
P-D04-00749,u0269,privacy_policy,啊 敏感信息只用于本轮工具调用 ～,v4,用户明确表达
P-D04-00750,u0510,search_scope,就是 办公软件/模板 ENDEND,v3,用户纠正
P-D04-00751,u0231,output_style, 先结论后步骤……,v3,用户明确表达
P-D04-00752,u0353,privacy_policy,呃 不保存测试手机号 [draft],v1,管理员导入旧偏好
P-D04-00753,u0233,privacy_policy,然后然后 不保存测试手机号 ENDEND,v1,管理员导入旧偏好
P-D04-00754,u0644,emoji_policy,[ASR]　默认允许 ENDEND,v4,仅本次例外
P-D04-00755,u0012,search_scope,"麻烦 仅本地知识库
cache=false ENDEND",v3,用户纠正
P-D04-00756,,search_scope,我想想 ```麒麟系统/驱动``` <!-- cached -->,v2,仅本次例外
P-D04-00757,u0503,emoji_policy,然后然后 允许少量 emoji 😅,v3,用户纠正
P-D04-00758,u0045,search_scope,然后然后 仅本地知识库 #todo,v0,重复记录
P-D04-00759,u0564,search_scope,啊 仅本地知只库 ～,v2,重复记录
P-D04-00760,u0317,emoji_policy,help: 禁用 电话 13812345678,v0,用户纠正
P-D04-00761,u0074,meeting_minutes_format,麻烦 bullet 列表 ～,v1,用户纠正
P-D04-00762,u0410,emoji_policy,就是 默认允许 @@@,v2,仅本次例外
P-D04-00763,u0558,search_scope,help: 麒麟系统/驱动 ～,v2,仅本次例外
P-D04-00764,u0418,emoji_policy,稍等　【允许少量  emoji】（口述）,v3,用户明确表达
P-D04-00765,u0545,emoji_policy,"help:  禁用
cache=false！！！",v3,管理员导入旧偏好
P-D04-00766,u0266,meeting_minutes_format,我想想  不超过200字 ～,v4,管理员导入旧偏好
P-D04-00767,u0088,privacy_policy,我想想 敏感信息只用于本轮工具调用 @@@,v3,重复记录
P-D04-00768,,privacy_policy,那个 【不保存测试手机号】（口述）,v1,用户纠正
P-D04-00769,u0152,privacy_policy,嗯 敏感信息只用于本轮工具调用 ENDEND,v3,用户纠正
P-D04-00770,u0746,search_scope,嗯　<p>仅本地知只库</p>,v4,用户纠正
P-D04-00771,u0192,meeting_minutes_format,"那个 bullet	列表

<!--done--> #todo",v3,管理员导入旧偏好
P-D04-00772,u0071,privacy_policy,[ASR] 敏感信息只用于本轮工具调用 [draft],v4,重复记录
P-D04-00773,u0510,privacy_policy,然后然后 不保存测试手机号 [draft],v4,管理员导入旧偏好
P-D04-00774,u0283,output_style,help: 只给步骤……,v0,用户明确表达
P-D04-00775,u0310,answer_style,help: 短句回复 邮箱 user728@example.com……,v0,用户纠正
P-D04-00776,u0334,emoji_policy,然后然后 禁用 #todo,v2,重复记录
P-D04-00777,u0220,answer_style,"呃 <<<< 短句回复 >>>>
stdout: OK（口述）",v3,仅本次例外
P-D04-00778,u0344,search_scope,然后然后　办公软件/模板,v2,重复记录
P-D04-00779,u0215,emoji_policy,啊 纯文本,v3,管理员导入旧偏好
P-D04-00780,u0466,answer_style,[ASR]　详细解释每一步原因 😅,v0,重复记录
P-D04-00781,u0007,output_style,然后然后 <p>只给步骤</p> @@@,v0,用户纠正
P-D04-00782,u0035,answer_style,啊 先给结论，再给步骤（口述）,v4,用户明确表达
P-D04-00783,u0120,answer_style,其实 祥细解释每一步原因 😅,v0,管理员导入旧偏好
P-D04-00784,u0530,output_style,稍等　先结论后步骤,v1,用户纠正
P-D04-00785,u0074,privacy_policy,我想想 不保存测试手机号 ～,v2,管理员导入旧偏好
P-D04-00786,u0693,meeting_minutes_format,麻烦 不超过200字 😅,v0,仅本次例外
P-D04-00787,u0103,answer_style,[ASR] 祥细解释每一步原因……,v4,用户明确表达
P-D04-00788,u0150,output_style, 先结论后步骤！！！,v4,管理员导入旧偏好
P-D04-00789,u0781,emoji_policy,啊 纯文本……,v4,用户纠正
P-D04-00790,u0667,output_style,啊 祥细、带数据表格 @@@,v0,用户纠正
P-D04-00791,u0625,search_scope,稍等 仅本地知只库 ENDEND,v2,用户纠正
P-D04-00792,u0027,answer_style,其实 短句回复 😅,v0,用户纠正
P-D04-00793,u0507,privacy_policy,稍等　敏感信息只用于本轮工具调用（口述）,v1,用户纠正
P-D04-00794,u0230,output_style,其实  简洁、少废话 邮箱 user880@example.com！！！,v4,用户明确表达
P-D04-00795,u0302,output_style,那个 简洁、少废话！！！,v0,管理员导入旧偏好
P-D04-00796,u0528,meeting_minutes_format,啊 不超过200字……,v4,重复记录
P-D04-00797,u0182,meeting_minutes_format,就是 三段式：背景、决定、待办 #todo,v3,用户纠正
P-D04-00798,u0410,search_scope,help: <p>仅本地知识库</p> 😅,v1,重复记录
P-D04-00799,u0660,search_scope,呃 办公软件/模板 😅,v2,重复记录
P-D04-00800,u0053,privacy_policy,其实 不保存测试手机号 #todo,v0,用户明确表达
P-D04-00801,u0397,emoji_policy,help: 默认允许 电话 13900001111！！！,v2,重复记录
P-D04-00802,u0421,search_scope,呃 仅本地知只库 @@@,v2,用户明确表达
P-D04-00803,u0777,privacy_policy,其实　<p>敏感信息只用于本轮工具调用</p>（口述）,v4,用户纠正
P-D04-00804,u0533,privacy_policy,"稍等 不保存测试手机号
stdout: OK……",v1,用户明确表达
P-D04-00805,u0530,privacy_policy,[ASR] 不保存测试手机号 ～,v0,用户明确表达
P-D04-00806,u0401,meeting_minutes_format,嗯 不超过200字 ～,v4,用户纠正
P-D04-00807,u0453,emoji_policy,麻烦 默认允许（口述）,v0,用户明确表达
P-D04-00808,u0137,answer_style,就是　先给结论，再给步骤！！！,v4,重复记录
P-D04-00809,u0631,output_style,那个 <<<< 简洁、少废话 >>>>……,v1,用户明确表达
P-D04-00810,,emoji_policy,其实 禁用 [draft],v3,用户明确表达
P-D04-00811,u0560,emoji_policy,"那个 默认允许
cache=false",v0,用户明确表达
P-D04-00812,u0727,emoji_policy,我想想 <p>禁用</p> ENDEND,v2,用户明确表达
